portfolio_id,farm_id,name,partner_longitude,partner_latitude,area
virtualfarmer.portfolio_887,virtualfarmer.farm_1323,Liefgekozen,30.36444937213586,-26.406875499999998,1110.12
virtualfarmer.portfolio_451,virtualfarmer.farm_1338,Terra,28.8453744194127,-27.280925500000002,1108.08
virtualfarmer.portfolio_886,virtualfarmer.farm_1320,Harrowdale,30.482719155590004,-28.21356,366.36
virtualfarmer.portfolio_225,virtualfarmer.farm_765,Rooted 77,27.853249434399522,-28.5107575,2791.07
virtualfarmer.portfolio_903,virtualfarmer.farm_1353,Schuttespos,27.645333228799437,-26.870945499999998,399.99
virtualfarmer.portfolio_880,virtualfarmer.farm_1300,Blesbokfontein,29.16491677347748,-26.1124665,2810.12
virtualfarmer.portfolio_325,virtualfarmer.farm_934,Driefontein,28.846841859844815,-27.9179045,414.39
virtualfarmer.portfolio_880,virtualfarmer.farm_1303,Klippan,29.196700880558215,-26.0072605,550.55
virtualfarmer.portfolio_880,virtualfarmer.farm_1301,Elandsfontein,29.124108104793848,-25.922401999999998,1799.12
virtualfarmer.portfolio_880,virtualfarmer.farm_1304,Kromfontein,29.246148151671896,-26.1193325,574.92
virtualfarmer.portfolio_903,virtualfarmer.farm_1355,Uitkyk,27.724207547231124,-26.8984975,591.88
virtualfarmer.portfolio_881,virtualfarmer.farm_1305,Excelsior,28.41938822217111,-28.0831365,372.39
virtualfarmer.portfolio_225,virtualfarmer.farm_584,JP du Preez,29.47633419454146,-25.580539,811.3
virtualfarmer.portfolio_903,virtualfarmer.farm_1356,Salmonsrus,27.699132378231162,-26.913636,824.42
virtualfarmer.portfolio_881,virtualfarmer.farm_1306,Sterkfontein,28.42476509777268,-28.0730385,496.98
virtualfarmer.portfolio_202,virtualfarmer.farm_517,Kalkkloof,30.528180818695887,-25.882537,1697.31
virtualfarmer.portfolio_325,virtualfarmer.farm_931,De Jagersrand -Cornelisrivier,28.827209820177423,-27.803568,458.66
virtualfarmer.portfolio_903,virtualfarmer.farm_1357,Ailletta,27.716477819673646,-26.930618,1090.93
virtualfarmer.portfolio_883,virtualfarmer.farm_1307,Doorndraai,27.47911624218058,-27.210366999999998,730.837
virtualfarmer.portfolio_74,virtualfarmer.farm_236,Wildeperdevlei,29.44377248505097,-28.784652,1559.06
virtualfarmer.portfolio_160,virtualfarmer.farm_196,Blesbokfontein,29.16331077446934,-26.1234845,4234.702
virtualfarmer.portfolio_487,virtualfarmer.farm_930,Deelplaats,28.416229576881427,-28.24353,1490.6
virtualfarmer.portfolio_202,virtualfarmer.farm_519,Vygeboom,30.646630254716424,-25.897143,538.74
virtualfarmer.portfolio_903,virtualfarmer.farm_1359,Swartbult,27.664729881609055,-26.9527985,254.45
virtualfarmer.portfolio_903,virtualfarmer.farm_1360,Mooikraal,27.723250324478613,-26.95897,930.41
virtualfarmer.portfolio_160,virtualfarmer.farm_202,Steenkoolspruit,29.260261962037937,-26.090074,1491.76
virtualfarmer.portfolio_323,virtualfarmer.farm_807,Enkeldoorn,26.156556627737224,-27.929250500000002,3165.41
virtualfarmer.portfolio_521,virtualfarmer.farm_1063,Boschhoek,29.188087713938447,-24.893929,483.66
virtualfarmer.portfolio_900,virtualfarmer.farm_1397,Strydkraal,29.725616606512297,-24.478144,2741
virtualfarmer.portfolio_202,virtualfarmer.farm_518,Ndubazi Ranch,30.457958169421488,-25.8357405,52.34
virtualfarmer.portfolio_423,virtualfarmer.farm_834,Malanskraal,28.396761331580343,-26.693429000000002,926.94
virtualfarmer.portfolio_225,virtualfarmer.farm_1442,Borderland,30.325943334202293,-26.161533499999997,0
virtualfarmer.portfolio_900,virtualfarmer.farm_1395,Claremont,29.169963647396443,-24.9284455,756.07
virtualfarmer.portfolio_423,virtualfarmer.farm_835,Grootvlei,28.349194929036543,-26.785519999999998,441.81
virtualfarmer.portfolio_521,virtualfarmer.farm_1062,Welgevonden,29.866908378415854,-25.4277665,526.4
virtualfarmer.portfolio_900,virtualfarmer.farm_1394,Boschhoek,29.188087713938447,-24.893929,483.66
virtualfarmer.portfolio_900,virtualfarmer.farm_1396,Gruysbank,29.17690677579122,-24.9818155,844.26
virtualfarmer.portfolio_99,virtualfarmer.farm_698,Leeupoort,29.007546037353915,-27.8646095,3528.89
virtualfarmer.portfolio_225,virtualfarmer.farm_1361,Glender,30.24580462674095,-26.081634,4754.01
virtualfarmer.portfolio_319,virtualfarmer.farm_666,Veeplaats,29.57077305914494,-24.5478505,3569.89
virtualfarmer.portfolio_617,virtualfarmer.farm_1065,Assen,29.090270433566303,-24.489794500000002,768.29
virtualfarmer.portfolio_451,virtualfarmer.farm_836,La Rochelle,29.025414708246235,-27.100271499999998,422.18
virtualfarmer.portfolio_887,virtualfarmer.farm_1322,Athole - MJ,30.592580258122815,-26.565526,952.85
virtualfarmer.portfolio_551,virtualfarmer.farm_1066,Eenzaam,29.177201193546306,-24.472954,340.13
virtualfarmer.portfolio_451,virtualfarmer.farm_837,Mooibult,29.00745611069751,-27.090179,612.16
virtualfarmer.portfolio_451,virtualfarmer.farm_839,Koppie Alleen,29.026774971205384,-27.1821275,365.747
virtualfarmer.portfolio_893,virtualfarmer.farm_1404,Pietzyndrift,29.879925511975458,-26.817264,346.87
virtualfarmer.portfolio_225,virtualfarmer.farm_514,Engelschedraai,30.57784339952432,-25.800261,657.48
virtualfarmer.portfolio_518,virtualfarmer.farm_974,Loskop Suid,29.404053993392303,-25.326771,124.26
virtualfarmer.portfolio_451,virtualfarmer.farm_838,Moeilikheid,29.020452003682397,-27.162872,105.2
virtualfarmer.portfolio_903,virtualfarmer.farm_1354,Prospect,27.7077683546079,-26.885199,1892
virtualfarmer.portfolio_550,virtualfarmer.farm_1067,Zandsloot,29.122583209047484,-24.408727499999998,235.78
virtualfarmer.portfolio_904,virtualfarmer.farm_1443,Rietvly,26.31193887204678,-26.306649999999998,567.59
virtualfarmer.portfolio_887,virtualfarmer.farm_1321,Athole - Pieter,30.573379955305576,-26.5635575,461.42
virtualfarmer.portfolio_550,virtualfarmer.farm_1068,Doornfontein,29.076130436160142,-24.364933,451.51
virtualfarmer.portfolio_893,virtualfarmer.farm_1400,Holland,29.899397686888598,-26.7781155,259.71
virtualfarmer.portfolio_903,virtualfarmer.farm_1444,Goudvlakte,27.714533625004925,-26.881386,1259.65
virtualfarmer.portfolio_453,virtualfarmer.farm_840,Mount Present,27.86241700144735,-28.5940385,256.87
virtualfarmer.portfolio_453,virtualfarmer.farm_846,Morgenzon,27.902066559471464,-28.8048425,1625.13
virtualfarmer.portfolio_518,virtualfarmer.farm_975,Zorgvliet,25.231517358551795,-27.2675315,598.28
virtualfarmer.portfolio_750,virtualfarmer.farm_1406,Pontplaats,25.13094935965274,-27.9983835,1728.85
virtualfarmer.portfolio_750,virtualfarmer.farm_1196,Roodedam,24.77085330240137,-29.340829,1571.29
virtualfarmer.portfolio_518,virtualfarmer.farm_976,Lot 9,25.219915310352217,-27.177773000000002,278.74
virtualfarmer.portfolio_225,virtualfarmer.farm_764,Oosthuizen,26.90810072522647,-28.901481500000003,2865.44
virtualfarmer.portfolio_521,virtualfarmer.farm_1061,Blinkwater,29.84761181088561,-25.410376,298.88
virtualfarmer.portfolio_453,virtualfarmer.farm_842,Delhi  A,27.797552725370636,-28.6606755,1247.566
virtualfarmer.portfolio_750,virtualfarmer.farm_1405,Ebenezer,25.09985349260008,-28.114676000000003,279.47
virtualfarmer.portfolio_517,virtualfarmer.farm_977,Borneo,25.299342191417377,-26.610716500000002,524.96
virtualfarmer.portfolio_489,virtualfarmer.farm_1445,Vechtvallei,25.072067440031823,-27.419725999999997,299.49
